id,machine_id,date,oee,availability,performance,output_quality,status
2341,41,2025-03-23,81.71,81.1,62.95,73.6,Running
2342,42,2025-03-23,60.43,79.89,62.15,64.53,Running
2343,43,2025-03-23,56.1,66.91,62.12,57.03,Offline
2344,44,2025-03-23,96.85,71.37,95.37,67.75,Running
2345,45,2025-03-23,58.79,63.03,95.66,59.81,Running
2346,46,2025-03-23,54.54,62.67,70.07,50.8,Running
2347,47,2025-03-23,53.77,59.97,51.85,72.87,Offline
2348,48,2025-03-23,94.21,89.35,78.58,62.94,Offline
2349,49,2025-03-23,88.6,68.96,65.62,94.96,Offline
2350,50,2025-03-23,52.68,52.96,54.54,84.34,Offline
2351,1,2025-03-24,54.51,66.97,56.36,78.46,Offline
2352,2,2025-03-24,85.34,85.12,91.2,68.02,Running
2353,3,2025-03-24,83.41,56.68,81.41,80.6,Running
2354,4,2025-03-24,95.98,58.25,85.3,84.25,Offline
2355,5,2025-03-24,67.66,56.16,50.41,74.59,Offline
2356,6,2025-03-24,70.04,61.73,68.34,89.75,Offline
2357,7,2025-03-24,99.67,68.91,89.46,66.39,Offline
2358,8,2025-03-24,67.52,77.28,76.7,71.19,Offline
2359,9,2025-03-24,99.12,59.39,94.67,81.14,Running
2360,10,2025-03-24,65.06,76.47,51.36,81.43,Running
2361,11,2025-03-24,51.56,87.43,77.3,81.88,Offline
2362,12,2025-03-24,84.18,80.3,65.01,92.93,Running
2363,13,2025-03-24,83.24,67.89,86.73,95.62,Running
2364,14,2025-03-24,91.45,79.13,53.96,95.2,Offline
2365,15,2025-03-24,54.1,87.95,96.56,84.1,Offline
2366,16,2025-03-24,83.79,86.68,85.06,69.4,Offline
2367,17,2025-03-24,96.32,94.15,50.29,57.79,Offline
2368,18,2025-03-24,94.0,90.6,86.2,74.82,Running
2369,19,2025-03-24,82.36,74.35,70.47,52.38,Running
2370,20,2025-03-24,79.85,92.37,95.03,68.38,Running
2371,21,2025-03-24,81.56,75.57,82.0,51.39,Offline
2372,22,2025-03-24,72.83,95.44,70.9,82.89,Running
2373,23,2025-03-24,81.66,71.9,71.44,96.88,Offline
2374,24,2025-03-24,72.91,78.37,56.1,72.24,Running
2375,25,2025-03-24,91.12,90.86,72.05,67.7,Running
2376,26,2025-03-24,94.47,54.8,58.03,93.48,Offline
2377,27,2025-03-24,95.15,82.68,93.77,62.05,Offline
2378,28,2025-03-24,98.61,91.24,75.46,51.32,Offline
2379,29,2025-03-24,67.02,59.49,59.54,90.18,Running
2380,30,2025-03-24,57.67,54.16,57.57,55.69,Offline
2381,31,2025-03-24,67.53,58.52,54.77,91.13,Offline
2382,32,2025-03-24,70.35,60.75,61.8,52.68,Offline
2383,33,2025-03-24,66.07,62.08,74.63,53.47,Offline
2384,34,2025-03-24,89.58,68.25,92.55,94.3,Offline
2385,35,2025-03-24,87.72,86.77,66.12,70.41,Running
2386,36,2025-03-24,73.46,94.53,89.87,69.84,Offline
2387,37,2025-03-24,96.21,90.92,50.19,92.98,Offline
2388,38,2025-03-24,59.05,64.36,95.65,60.48,Offline
2389,39,2025-03-24,61.21,70.67,57.43,82.47,Offline
2390,40,2025-03-24,65.9,71.69,65.06,70.74,Offline
2391,41,2025-03-24,79.54,85.7,90.84,54.23,Running
2392,42,2025-03-24,75.18,93.95,61.89,97.48,Running
2393,43,2025-03-24,84.49,56.83,82.98,99.87,Running
2394,44,2025-03-24,56.18,80.07,68.71,95.39,Offline
2395,45,2025-03-24,88.14,66.4,67.05,63.63,Running
2396,46,2025-03-24,76.25,83.21,56.67,68.92,Running
2397,47,2025-03-24,74.69,51.06,89.51,55.72,Offline
2398,48,2025-03-24,63.81,89.83,58.44,63.84,Running
2399,49,2025-03-24,85.54,78.86,97.88,74.5,Running
2400,50,2025-03-24,92.18,83.65,51.72,97.28,Running
2401,1,2025-03-25,59.35,56.47,88.12,58.67,Running
2402,2,2025-03-25,62.36,87.0,74.67,91.09,Offline
2403,3,2025-03-25,80.17,78.25,79.29,96.61,Offline
2404,4,2025-03-25,90.81,93.54,94.96,89.73,Running
2405,5,2025-03-25,81.52,94.87,65.01,61.79,Offline
2406,6,2025-03-25,74.22,76.25,81.29,54.54,Offline
2407,7,2025-03-25,81.59,55.84,81.89,79.12,Offline
2408,8,2025-03-25,96.26,60.57,82.14,94.47,Running
2409,9,2025-03-25,68.21,94.44,58.18,99.84,Offline
2410,10,2025-03-25,80.27,56.95,64.79,86.23,Running
2411,11,2025-03-25,59.28,89.74,95.18,91.42,Running
2412,12,2025-03-25,97.78,65.81,61.07,64.67,Offline
2413,13,2025-03-25,90.66,52.08,73.53,82.17,Offline
2414,14,2025-03-25,99.48,53.86,85.73,89.68,Offline
2415,15,2025-03-25,88.62,57.43,93.15,99.05,Offline
2416,16,2025-03-25,92.67,98.68,71.4,63.65,Offline
2417,17,2025-03-25,73.15,73.46,68.18,95.48,Running
2418,18,2025-03-25,77.0,72.07,77.06,98.8,Running
2419,19,2025-03-25,70.37,85.04,84.84,81.19,Offline
2420,20,2025-03-25,78.5,51.22,62.22,74.6,Offline
2421,21,2025-03-25,77.61,56.61,58.33,93.91,Offline
2422,22,2025-03-25,59.27,67.55,85.96,61.96,Offline
2423,23,2025-03-25,75.64,97.98,88.96,66.27,Running
2424,24,2025-03-25,99.21,55.75,58.16,55.75,Running
2425,25,2025-03-25,90.5,95.79,86.41,97.23,Offline
2426,26,2025-03-25,78.64,86.86,79.14,93.48,Offline
2427,27,2025-03-25,77.84,78.04,63.51,70.56,Offline
2428,28,2025-03-25,61.27,91.7,87.15,91.13,Offline
2429,29,2025-03-25,59.75,87.67,74.61,74.62,Running
2430,30,2025-03-25,59.07,92.48,91.32,99.87,Running
2431,31,2025-03-25,54.01,78.64,69.85,87.14,Running
2432,32,2025-03-25,55.07,67.26,72.37,96.34,Running
2433,33,2025-03-25,58.24,67.61,70.91,52.18,Offline
2434,34,2025-03-25,71.95,69.97,89.85,81.27,Running
2435,35,2025-03-25,75.83,94.81,52.4,62.11,Running
2436,36,2025-03-25,50.42,68.89,70.85,71.52,Offline
2437,37,2025-03-25,97.1,52.52,97.65,65.18,Offline
2438,38,2025-03-25,82.34,74.37,81.58,85.7,Running
2439,39,2025-03-25,75.15,91.98,60.36,51.03,Running
2440,40,2025-03-25,83.77,85.75,65.88,52.31,Running
2441,41,2025-03-25,53.8,90.59,62.28,75.76,Running
2442,42,2025-03-25,68.61,87.34,66.29,52.46,Offline
2443,43,2025-03-25,89.09,99.47,86.61,51.05,Running
2444,44,2025-03-25,56.09,51.14,66.17,95.26,Running
2445,45,2025-03-25,94.61,69.62,79.25,55.0,Running
2446,46,2025-03-25,52.3,95.33,98.53,64.81,Running
2447,47,2025-03-25,92.95,87.48,89.49,51.45,Offline
2448,48,2025-03-25,96.49,98.66,63.83,78.35,Offline
2449,49,2025-03-25,88.79,97.48,59.72,69.33,Offline
2450,50,2025-03-25,51.22,66.22,64.36,50.35,Offline
2451,1,2025-03-26,84.71,59.44,72.51,78.77,Running
2452,2,2025-03-26,82.66,59.23,95.35,76.67,Running
2453,3,2025-03-26,61.66,74.5,56.0,97.13,Offline
2454,4,2025-03-26,65.11,66.46,67.82,85.66,Running
2455,5,2025-03-26,80.18,50.5,81.29,73.7,Offline
2456,6,2025-03-26,98.93,75.7,70.64,72.8,Running
2457,7,2025-03-26,66.69,74.55,53.41,92.83,Running
2458,8,2025-03-26,61.68,59.63,59.84,66.22,Running
2459,9,2025-03-26,65.73,58.43,65.1,90.93,Running
2460,10,2025-03-26,65.68,85.14,54.0,83.9,Offline
2461,11,2025-03-26,61.55,61.01,84.9,93.67,Running
2462,12,2025-03-26,50.48,61.14,80.87,84.96,Running
2463,13,2025-03-26,98.99,74.47,96.85,86.82,Running
2464,14,2025-03-26,71.15,50.69,83.13,61.77,Running
2465,15,2025-03-26,81.53,95.76,91.13,96.45,Running
2466,16,2025-03-26,61.05,61.72,66.9,66.48,Running
2467,17,2025-03-26,70.06,72.53,83.72,65.66,Running
2468,18,2025-03-26,79.87,75.87,57.34,91.57,Running
2469,19,2025-03-26,99.72,73.89,55.22,86.58,Offline
2470,20,2025-03-26,85.63,96.99,72.83,80.37,Running
2471,21,2025-03-26,55.36,87.48,68.74,56.12,Running
2472,22,2025-03-26,77.48,63.03,82.37,92.05,Running
2473,23,2025-03-26,59.89,51.77,78.91,54.27,Offline
2474,24,2025-03-26,87.98,94.96,90.24,59.26,Offline
2475,25,2025-03-26,74.98,86.32,77.63,61.41,Running
2476,26,2025-03-26,54.28,56.72,93.95,78.98,Offline
2477,27,2025-03-26,89.58,59.63,68.18,95.79,Running
2478,28,2025-03-26,70.06,52.4,51.97,93.51,Running
2479,29,2025-03-26,58.63,67.36,75.11,76.92,Running
2480,30,2025-03-26,77.11,96.83,50.06,82.23,Offline
2481,31,2025-03-26,59.07,72.25,53.94,87.12,Running
2482,32,2025-03-26,63.32,91.18,74.13,74.22,Offline
2483,33,2025-03-26,83.55,80.02,57.1,58.0,Offline
2484,34,2025-03-26,51.63,99.81,84.46,58.96,Running
2485,35,2025-03-26,93.82,86.55,63.63,61.83,Offline
2486,36,2025-03-26,74.95,78.43,83.85,93.33,Running
2487,37,2025-03-26,61.7,65.24,94.8,88.75,Running
2488,38,2025-03-26,63.62,77.17,73.4,61.33,Running
2489,39,2025-03-26,88.87,82.5,75.28,60.88,Running
2490,40,2025-03-26,52.18,74.49,79.18,74.25,Running
2491,41,2025-03-26,95.86,96.55,90.33,89.01,Running
2492,42,2025-03-26,98.17,89.4,84.0,84.2,Offline
2493,43,2025-03-26,65.56,91.93,57.41,52.52,Offline
2494,44,2025-03-26,62.95,57.86,50.51,96.94,Running
2495,45,2025-03-26,97.06,98.06,87.12,86.92,Running
2496,46,2025-03-26,53.01,94.79,73.57,94.11,Running
2497,47,2025-03-26,61.29,89.45,72.1,84.72,Offline
2498,48,2025-03-26,78.34,90.51,86.92,81.15,Offline
2499,49,2025-03-26,98.57,54.7,63.73,87.36,Running
2500,50,2025-03-26,68.2,95.63,56.95,74.84,Offline
2501,1,2025-03-27,88.27,59.62,50.12,91.64,Offline
2502,2,2025-03-27,92.78,83.84,71.11,59.35,Running
2503,3,2025-03-27,74.24,88.59,93.15,64.99,Offline
2504,4,2025-03-27,73.61,61.33,56.28,55.09,Offline
2505,5,2025-03-27,68.7,83.02,83.44,75.39,Running
2506,6,2025-03-27,62.57,98.69,73.67,66.4,Running
2507,7,2025-03-27,58.61,62.59,73.64,78.86,Running
2508,8,2025-03-27,78.75,81.77,67.5,79.3,Running
2509,9,2025-03-27,68.13,85.41,92.06,50.93,Running
2510,10,2025-03-27,73.83,91.58,84.51,61.19,Offline
2511,11,2025-03-27,60.85,66.56,65.19,71.06,Running
2512,12,2025-03-27,96.0,79.26,67.08,78.25,Offline
2513,13,2025-03-27,52.72,92.34,54.29,50.19,Running
2514,14,2025-03-27,61.91,70.36,76.64,90.27,Running
2515,15,2025-03-27,59.48,64.74,84.93,52.63,Running
2516,16,2025-03-27,98.07,98.04,86.36,61.22,Offline
2517,17,2025-03-27,60.7,53.52,55.62,62.76,Offline
2518,18,2025-03-27,97.59,90.86,76.77,87.46,Offline
2519,19,2025-03-27,67.86,56.94,53.39,78.22,Running
2520,20,2025-03-27,72.23,82.82,69.97,96.22,Running
2521,21,2025-03-27,50.46,57.34,80.97,65.58,Offline
2522,22,2025-03-27,94.92,87.4,54.03,71.45,Offline
2523,23,2025-03-27,76.29,58.67,73.31,79.82,Running
2524,24,2025-03-27,53.06,69.49,52.09,68.73,Running
2525,25,2025-03-27,68.44,71.88,52.0,88.42,Offline
2526,26,2025-03-27,53.59,90.69,91.38,95.27,Running
2527,27,2025-03-27,67.34,99.23,53.38,74.87,Running
2528,28,2025-03-27,60.96,93.3,54.96,83.13,Running
2529,29,2025-03-27,68.97,83.39,82.07,50.27,Offline
2530,30,2025-03-27,67.38,93.33,65.22,62.47,Offline
2531,31,2025-03-27,89.28,98.25,56.74,76.65,Offline
2532,32,2025-03-27,94.37,51.61,88.27,72.81,Running
2533,33,2025-03-27,63.48,93.02,62.35,66.45,Running
2534,34,2025-03-27,68.25,64.54,56.11,90.17,Offline
2535,35,2025-03-27,64.14,60.2,72.06,56.38,Offline
2536,36,2025-03-27,68.73,70.77,80.05,74.87,Running
2537,37,2025-03-27,83.32,98.73,62.33,94.98,Running
2538,38,2025-03-27,57.55,80.99,64.82,94.23,Running
2539,39,2025-03-27,99.72,81.71,96.65,68.81,Running
2540,40,2025-03-27,58.65,55.73,50.91,62.11,Running
2541,41,2025-03-27,93.9,99.11,73.59,65.66,Offline
2542,42,2025-03-27,96.17,90.29,59.03,50.22,Running
2543,43,2025-03-27,75.74,63.89,66.42,61.26,Offline
2544,44,2025-03-27,95.47,72.05,87.54,52.69,Running
2545,45,2025-03-27,91.53,69.68,62.27,59.86,Offline
2546,46,2025-03-27,64.82,83.38,85.15,70.65,Offline
2547,47,2025-03-27,93.86,64.95,94.53,64.38,Running
2548,48,2025-03-27,68.36,55.83,55.26,78.54,Offline
2549,49,2025-03-27,64.86,55.37,86.94,70.35,Running
2550,50,2025-03-27,97.34,77.02,79.26,88.49,Offline
2551,1,2025-03-28,59.51,98.13,90.19,81.1,Running
2552,2,2025-03-28,74.87,62.55,62.8,99.04,Offline
2553,3,2025-03-28,90.5,65.77,53.02,80.61,Running
2554,4,2025-03-28,51.07,66.98,66.75,68.58,Offline
2555,5,2025-03-28,64.24,99.39,74.4,67.91,Running
2556,6,2025-03-28,89.31,54.53,72.99,62.32,Offline
2557,7,2025-03-28,61.7,70.04,93.98,72.79,Offline
2558,8,2025-03-28,56.97,51.65,90.74,65.99,Offline
2559,9,2025-03-28,83.87,72.89,79.57,76.24,Running
2560,10,2025-03-28,80.02,59.65,51.47,53.03,Running
2561,11,2025-03-28,87.44,71.32,55.6,60.94,Offline
2562,12,2025-03-28,53.63,92.21,85.04,53.16,Offline
2563,13,2025-03-28,51.68,77.03,74.14,99.67,Running
2564,14,2025-03-28,80.04,87.13,72.01,50.58,Running
2565,15,2025-03-28,55.28,67.94,90.18,97.75,Offline
2566,16,2025-03-28,85.31,97.7,59.86,51.63,Offline
2567,17,2025-03-28,92.39,99.73,78.4,70.01,Running
2568,18,2025-03-28,98.91,67.77,75.25,85.34,Offline
2569,19,2025-03-28,95.34,78.09,78.46,85.96,Running
2570,20,2025-03-28,91.28,77.12,90.02,80.68,Offline
2571,21,2025-03-28,69.69,92.64,84.65,56.47,Offline
2572,22,2025-03-28,95.73,53.67,86.26,74.75,Running
2573,23,2025-03-28,98.33,94.06,52.49,53.91,Offline
2574,24,2025-03-28,95.52,65.47,82.36,80.2,Running
2575,25,2025-03-28,93.93,91.04,61.06,73.52,Running
2576,26,2025-03-28,93.46,95.87,94.56,53.43,Offline
2577,27,2025-03-28,54.15,85.78,99.55,75.15,Running
2578,28,2025-03-28,90.74,96.04,67.85,72.95,Running
2579,29,2025-03-28,98.12,86.33,61.37,84.95,Running
2580,30,2025-03-28,94.81,97.41,87.04,64.89,Offline
2581,31,2025-03-28,58.5,97.73,51.82,98.73,Offline
2582,32,2025-03-28,85.4,71.38,64.32,97.86,Running
2583,33,2025-03-28,90.23,63.22,61.72,77.85,Running
2584,34,2025-03-28,81.82,52.47,71.65,54.38,Running
2585,35,2025-03-28,55.45,82.49,52.51,57.56,Offline
2586,36,2025-03-28,83.19,58.25,98.15,63.88,Offline
2587,37,2025-03-28,83.01,55.58,57.34,55.98,Offline
2588,38,2025-03-28,76.1,58.55,50.44,52.13,Running
2589,39,2025-03-28,78.76,57.65,98.09,97.89,Running
2590,40,2025-03-28,79.15,66.18,99.64,82.46,Offline
2591,41,2025-03-28,96.22,89.16,60.67,82.26,Running
2592,42,2025-03-28,61.45,51.86,80.38,64.09,Offline
2593,43,2025-03-28,64.77,86.01,78.31,97.92,Offline
2594,44,2025-03-28,81.42,73.93,60.38,81.32,Running
2595,45,2025-03-28,54.89,82.77,66.41,68.65,Running
2596,46,2025-03-28,65.44,97.01,99.41,90.39,Offline
2597,47,2025-03-28,50.7,66.53,65.94,57.23,Offline
2598,48,2025-03-28,78.64,60.4,90.7,77.07,Offline
2599,49,2025-03-28,78.04,65.93,70.69,92.93,Running
2600,50,2025-03-28,55.02,98.68,79.44,55.77,Offline
2601,1,2025-03-29,66.69,89.91,81.58,54.92,Running
2602,2,2025-03-29,67.62,93.01,86.26,55.24,Running
2603,3,2025-03-29,67.58,73.11,63.79,83.87,Running
2604,4,2025-03-29,59.47,51.14,82.61,81.17,Running
2605,5,2025-03-29,92.95,60.43,93.13,91.86,Running
2606,6,2025-03-29,76.42,50.85,53.51,86.86,Running
2607,7,2025-03-29,61.13,82.49,88.82,50.32,Offline
2608,8,2025-03-29,59.36,54.7,53.36,71.2,Offline
2609,9,2025-03-29,66.29,93.73,75.55,75.76,Running
2610,10,2025-03-29,57.93,61.17,87.34,68.26,Running
2611,11,2025-03-29,80.23,89.38,60.15,67.7,Offline
2612,12,2025-03-29,53.84,88.08,60.78,95.09,Running
2613,13,2025-03-29,93.29,88.43,98.73,89.39,Offline
2614,14,2025-03-29,56.6,74.25,60.16,89.29,Running
2615,15,2025-03-29,77.31,56.14,95.13,82.99,Offline
2616,16,2025-03-29,56.77,95.66,94.07,67.38,Running
2617,17,2025-03-29,68.57,53.83,55.27,63.59,Running
2618,18,2025-03-29,55.66,70.7,89.27,96.15,Running
2619,19,2025-03-29,63.14,52.64,79.96,63.81,Offline
2620,20,2025-03-29,89.68,59.63,73.21,91.6,Offline
2621,21,2025-03-29,69.22,96.46,65.89,93.15,Offline
2622,22,2025-03-29,62.6,92.1,76.37,82.99,Running
2623,23,2025-03-29,56.25,79.44,98.57,73.2,Running
2624,24,2025-03-29,67.2,88.03,66.38,93.01,Offline
2625,25,2025-03-29,87.2,91.62,70.7,85.85,Offline
2626,26,2025-03-29,60.72,86.48,98.13,74.89,Offline
2627,27,2025-03-29,82.89,92.34,97.33,54.67,Running
2628,28,2025-03-29,50.15,99.99,96.52,50.13,Running
2629,29,2025-03-29,96.95,89.75,99.32,89.49,Running
2630,30,2025-03-29,53.87,96.74,51.84,52.69,Running
2631,31,2025-03-29,63.66,54.25,63.89,74.32,Running
2632,32,2025-03-29,79.37,93.56,74.47,83.2,Offline
2633,33,2025-03-29,87.34,68.1,72.36,97.33,Running
2634,34,2025-03-29,58.55,63.12,54.02,88.85,Running
2635,35,2025-03-29,51.69,86.93,92.04,84.47,Running
2636,36,2025-03-29,92.59,53.85,57.97,96.1,Running
2637,37,2025-03-29,55.35,55.57,99.58,53.11,Offline
2638,38,2025-03-29,97.67,60.05,65.23,79.25,Running
2639,39,2025-03-29,90.93,86.08,61.58,94.8,Running
2640,40,2025-03-29,85.96,52.75,87.28,63.56,Offline
2641,41,2025-03-29,89.03,86.51,76.71,96.26,Running
2642,42,2025-03-29,93.86,91.72,92.55,94.18,Offline
2643,43,2025-03-29,75.23,50.08,61.87,60.61,Offline
2644,44,2025-03-29,88.58,61.37,57.48,61.16,Offline
2645,45,2025-03-29,92.98,58.14,84.73,93.86,Offline
2646,46,2025-03-29,60.05,63.82,94.69,90.94,Running
2647,47,2025-03-29,56.91,64.33,80.67,63.24,Running
2648,48,2025-03-29,83.62,69.2,79.96,57.65,Offline
2649,49,2025-03-29,92.92,81.52,70.01,63.86,Offline
2650,50,2025-03-29,65.12,98.17,63.84,50.85,Running
2651,1,2025-03-30,80.66,72.96,63.68,92.37,Offline
2652,2,2025-03-30,98.7,54.46,96.52,63.65,Offline
2653,3,2025-03-30,52.85,98.84,55.08,99.22,Offline
2654,4,2025-03-30,52.25,57.06,58.58,70.65,Offline
2655,5,2025-03-30,60.5,91.31,99.91,60.28,Offline
2656,6,2025-03-30,54.96,97.27,90.86,84.48,Running
2657,7,2025-03-30,76.73,95.34,50.27,61.69,Running
2658,8,2025-03-30,75.71,86.68,65.28,94.91,Offline
2659,9,2025-03-30,55.56,89.11,67.95,69.3,Offline
2660,10,2025-03-30,83.03,98.88,70.28,72.11,Running
2661,11,2025-03-30,58.64,96.61,93.17,60.99,Offline
2662,12,2025-03-30,74.08,61.6,87.09,76.24,Running
2663,13,2025-03-30,98.36,67.17,79.55,83.91,Running
2664,14,2025-03-30,99.65,91.91,83.61,95.88,Running
2665,15,2025-03-30,58.93,54.59,81.25,96.82,Offline
2666,16,2025-03-30,52.34,57.3,99.66,70.15,Running
2667,17,2025-03-30,67.42,90.15,78.75,99.0,Running
2668,18,2025-03-30,93.02,75.61,62.58,66.66,Running
2669,19,2025-03-30,86.64,77.32,64.41,76.77,Running
2670,20,2025-03-30,84.79,59.24,98.91,80.97,Offline
2671,21,2025-03-30,60.01,97.47,86.95,81.42,Offline
2672,22,2025-03-30,80.69,82.56,95.43,70.19,Running
2673,23,2025-03-30,59.16,90.28,92.67,51.98,Running
2674,24,2025-03-30,77.26,98.15,61.24,72.4,Offline
2675,25,2025-03-30,91.67,70.14,88.52,50.08,Offline
2676,26,2025-03-30,86.08,56.39,83.19,69.15,Offline
2677,27,2025-03-30,94.28,75.96,68.28,69.64,Offline
2678,28,2025-03-30,79.02,91.85,58.21,52.88,Running
2679,29,2025-03-30,83.92,54.83,64.14,85.78,Running
2680,30,2025-03-30,59.76,59.03,57.28,56.06,Offline
2681,31,2025-03-30,78.6,56.52,89.6,59.57,Running
2682,32,2025-03-30,70.77,74.7,64.65,78.83,Offline
2683,33,2025-03-30,76.47,80.88,54.89,96.28,Running
2684,34,2025-03-30,59.09,56.19,97.78,84.89,Offline
2685,35,2025-03-30,60.56,57.54,89.24,77.48,Running
2686,36,2025-03-30,53.17,85.29,54.88,87.66,Running
2687,37,2025-03-30,68.18,88.69,71.62,72.93,Running
2688,38,2025-03-30,67.92,71.28,94.76,68.45,Offline
2689,39,2025-03-30,52.84,58.07,51.76,93.33,Running
2690,40,2025-03-30,66.73,89.24,63.89,96.26,Offline
2691,41,2025-03-30,63.35,95.52,50.74,89.86,Offline
2692,42,2025-03-30,99.13,61.61,78.19,88.86,Running
2693,43,2025-03-30,68.4,59.32,51.67,65.45,Offline
2694,44,2025-03-30,66.61,56.02,79.55,67.11,Running
2695,45,2025-03-30,92.94,70.13,76.38,85.27,Offline
2696,46,2025-03-30,98.25,62.65,93.21,84.26,Offline
2697,47,2025-03-30,98.03,72.74,51.35,92.6,Running
2698,48,2025-03-30,97.79,77.53,80.49,72.28,Running
2699,49,2025-03-30,99.6,58.12,53.28,60.4,Offline
2700,50,2025-03-30,95.86,89.97,93.21,75.85,Running
2701,1,2025-03-31,52.74,50.85,96.2,60.18,Running
2702,2,2025-03-31,94.45,74.05,57.74,98.55,Offline
2703,3,2025-03-31,60.54,82.65,68.95,74.74,Running
2704,4,2025-03-31,77.22,78.36,56.31,95.27,Running
2705,5,2025-03-31,86.93,50.77,98.06,75.37,Running
2706,6,2025-03-31,65.33,91.95,94.46,87.98,Running
2707,7,2025-03-31,83.75,98.11,89.44,61.0,Offline
2708,8,2025-03-31,93.32,61.23,77.17,93.77,Offline
2709,9,2025-03-31,51.16,65.98,62.02,98.19,Running
2710,10,2025-03-31,56.9,63.05,83.48,83.19,Offline
2711,11,2025-03-31,57.68,59.92,75.73,90.17,Offline
2712,12,2025-03-31,58.2,84.63,82.14,95.82,Offline
2713,13,2025-03-31,61.12,87.96,93.48,57.35,Offline
2714,14,2025-03-31,82.22,94.14,90.52,85.66,Running
2715,15,2025-03-31,72.21,60.62,72.58,70.96,Offline
2716,16,2025-03-31,52.18,79.27,64.5,62.32,Running
2717,17,2025-03-31,56.28,58.1,60.26,81.09,Running
2718,18,2025-03-31,79.74,79.16,93.1,72.3,Offline
2719,19,2025-03-31,68.62,95.83,51.6,98.93,Running
2720,20,2025-03-31,98.23,81.66,84.04,88.53,Running
2721,21,2025-03-31,68.68,83.2,67.22,61.52,Offline
2722,22,2025-03-31,99.22,54.93,76.28,98.19,Offline
2723,23,2025-03-31,68.75,82.06,68.28,66.35,Running
2724,24,2025-03-31,83.83,92.89,96.91,67.57,Running
2725,25,2025-03-31,98.64,52.14,89.12,71.21,Offline
2726,26,2025-03-31,60.81,91.0,68.99,72.71,Running
2727,27,2025-03-31,80.29,53.33,84.52,77.11,Running
2728,28,2025-03-31,90.72,72.82,79.87,77.03,Running
2729,29,2025-03-31,97.33,77.13,65.54,98.8,Offline
2730,30,2025-03-31,69.41,77.59,87.49,62.19,Running
2731,31,2025-03-31,66.08,51.04,69.84,93.38,Running
2732,32,2025-03-31,76.32,97.51,86.81,60.58,Running
2733,33,2025-03-31,80.46,71.78,98.3,68.21,Offline
2734,34,2025-03-31,78.53,89.83,90.58,79.63,Running
2735,35,2025-03-31,58.66,98.12,66.74,95.54,Running
2736,36,2025-03-31,52.92,99.14,53.11,60.42,Running
2737,37,2025-03-31,56.62,84.31,88.71,95.99,Offline
2738,38,2025-03-31,74.46,67.67,98.41,56.96,Offline
2739,39,2025-03-31,64.5,97.88,75.47,56.93,Offline
2740,40,2025-03-31,76.32,82.2,92.51,60.15,Offline
2741,41,2025-03-31,80.44,70.49,74.15,60.42,Running
2742,42,2025-03-31,99.23,97.95,50.31,89.81,Running
2743,43,2025-03-31,83.81,92.71,56.04,74.28,Offline
2744,44,2025-03-31,54.29,90.38,80.64,81.53,Offline
2745,45,2025-03-31,59.61,74.78,74.15,56.39,Running
2746,46,2025-03-31,93.41,78.96,52.73,92.9,Running
2747,47,2025-03-31,52.44,54.69,59.65,61.15,Offline
2748,48,2025-03-31,84.84,71.39,97.09,61.67,Offline
2749,49,2025-03-31,79.04,50.73,62.13,74.98,Offline
2750,50,2025-03-31,91.93,75.51,54.61,89.09,Offline
2751,1,2025-04-01,78.61,65.08,88.33,86.15,Running
2752,2,2025-04-01,90.2,80.0,85.66,73.6,Running
2753,3,2025-04-01,86.21,90.35,92.41,76.44,Running
2754,4,2025-04-01,73.68,93.37,90.98,99.26,Offline
2755,5,2025-04-01,98.28,90.08,64.67,96.42,Offline
2756,6,2025-04-01,67.65,52.54,74.29,50.53,Offline
2757,7,2025-04-01,55.54,64.06,85.74,78.73,Running
2758,8,2025-04-01,69.73,82.85,88.01,97.92,Offline
2759,9,2025-04-01,90.19,83.12,75.4,63.05,Running
2760,10,2025-04-01,85.62,55.45,54.24,54.29,Offline
2761,11,2025-04-01,51.57,58.79,71.96,73.47,Offline
2762,12,2025-04-01,52.11,82.71,99.03,98.26,Offline
2763,13,2025-04-01,56.04,99.26,78.46,84.4,Running
2764,14,2025-04-01,80.32,62.12,62.4,63.09,Running
2765,15,2025-04-01,80.16,57.24,52.05,57.63,Running
2766,16,2025-04-01,79.09,87.09,52.04,64.36,Offline
2767,17,2025-04-01,90.24,84.49,55.03,59.37,Offline
2768,18,2025-04-01,55.42,76.0,79.41,81.18,Running
2769,19,2025-04-01,77.16,76.23,52.14,65.27,Offline
2770,20,2025-04-01,74.58,97.81,60.05,50.13,Offline
2771,21,2025-04-01,57.03,58.78,75.29,97.95,Running
2772,22,2025-04-01,68.62,57.45,63.04,78.65,Running
2773,23,2025-04-01,90.29,91.65,53.12,65.66,Offline
2774,24,2025-04-01,76.9,75.43,53.37,93.68,Running
2775,25,2025-04-01,87.72,59.82,74.28,55.81,Offline
2776,26,2025-04-01,88.29,69.26,84.21,73.57,Offline
2777,27,2025-04-01,96.72,94.84,74.6,62.43,Running
2778,28,2025-04-01,56.89,73.01,80.01,91.93,Running
2779,29,2025-04-01,55.51,66.37,66.29,83.53,Offline
2780,30,2025-04-01,96.88,56.5,94.01,88.94,Offline
2781,31,2025-04-01,56.05,88.62,74.08,53.52,Running
2782,32,2025-04-01,95.56,68.25,72.24,88.0,Running
2783,33,2025-04-01,76.92,97.59,80.52,80.33,Offline
2784,34,2025-04-01,99.66,56.58,57.63,99.14,Running
