id,machine_id,timestamp,oee,availability,performance,output_quality,status
2283,33,2025-03-18,78.14,52.58,53.64,57.99,Offline
2284,34,2025-03-18,93.34,95.71,53.49,89.28,Running
2285,35,2025-03-18,77.75,70.67,61.18,54.37,Offline
2286,36,2025-03-18,58.4,55.89,77.13,93.86,Running
2287,37,2025-03-18,94.74,50.55,71.47,79.48,Offline
2288,38,2025-03-18,55.53,68.5,77.04,63.5,Running
2289,39,2025-03-18,64.46,60.99,82.72,53.93,Offline
2290,40,2025-03-18,86.53,79.9,65.2,85.38,Offline
2291,41,2025-03-18,87.6,95.88,84.25,98.92,Offline
2292,42,2025-03-18,54.09,63.94,98.41,93.24,Offline
2293,43,2025-03-18,91.86,51.51,67.87,99.9,Offline
2294,44,2025-03-18,57.22,82.19,80.39,82.12,Running
2295,45,2025-03-18,75.4,66.16,83.54,97.99,Offline
2296,46,2025-03-18,61.27,98.51,79.32,76.34,Running
2297,47,2025-03-18,95.8,57.11,76.14,73.95,Running
2298,48,2025-03-18,94.28,73.39,96.87,81.45,Running
2299,49,2025-03-18,78.08,65.31,55.34,57.6,Running
2300,50,2025-03-18,78.44,81.27,90.32,79.29,Offline
2301,1,2025-03-19,67.09,91.39,52.2,88.15,Running
2302,2,2025-03-19,77.2,99.19,96.26,75.28,Running
2303,3,2025-03-19,98.9,83.49,52.16,66.6,Running
2304,4,2025-03-19,53.47,90.12,78.18,66.84,Offline
2305,5,2025-03-19,51.14,85.24,80.08,57.55,Offline
2306,6,2025-03-19,54.21,60.71,88.18,51.99,Offline
2307,7,2025-03-19,93.49,84.82,54.14,80.48,Offline
2308,8,2025-03-19,99.9,73.06,94.59,99.61,Offline
2309,9,2025-03-19,63.1,65.37,83.29,52.17,Running
2310,10,2025-03-19,50.35,71.05,88.75,99.76,Running
2311,11,2025-03-19,58.97,93.51,77.52,71.76,Running
2312,12,2025-03-19,70.78,78.9,53.09,73.01,Running
2313,13,2025-03-19,80.48,66.77,89.34,51.06,Offline
2314,14,2025-03-19,74.69,93.26,50.36,67.85,Offline
2315,15,2025-03-19,57.81,69.49,77.01,72.03,Offline
2316,16,2025-03-19,81.94,50.21,95.2,75.12,Running
2317,17,2025-03-19,81.76,85.97,77.67,65.45,Offline
2318,18,2025-03-19,72.57,53.72,66.31,85.53,Running
2319,19,2025-03-19,76.09,62.4,67.14,81.23,Running
2320,20,2025-03-19,67.2,78.98,66.27,67.4,Offline
2321,21,2025-03-19,50.58,74.75,73.93,93.8,Running
2322,22,2025-03-19,65.68,62.64,83.47,75.12,Offline
2323,23,2025-03-19,92.37,80.53,61.11,66.48,Offline
2324,24,2025-03-19,53.6,69.8,71.21,50.1,Offline
2325,25,2025-03-19,83.79,92.7,99.75,57.59,Offline
2326,26,2025-03-19,55.86,85.57,84.44,88.58,Offline
2327,27,2025-03-19,95.24,79.18,81.35,96.32,Running
2328,28,2025-03-19,83.91,90.1,67.75,91.77,Offline
2329,29,2025-03-19,66.5,50.44,92.48,80.78,Running
2330,30,2025-03-19,97.68,76.1,67.41,70.73,Offline
2331,31,2025-03-19,51.88,66.82,91.98,89.15,Running
2332,32,2025-03-19,66.05,71.73,75.28,72.42,Running
2333,33,2025-03-19,76.76,82.38,58.05,96.55,Offline
2334,34,2025-03-19,88.26,96.61,88.99,77.79,Running
2335,35,2025-03-19,92.24,71.54,95.15,76.89,Offline
2336,36,2025-03-19,82.42,98.63,95.32,66.92,Offline
2337,37,2025-03-19,55.94,56.51,83.16,70.48,Running
2338,38,2025-03-19,55.64,84.84,69.82,91.44,Running
2339,39,2025-03-19,77.59,52.41,70.68,98.84,Running
2340,40,2025-03-19,69.47,58.79,60.8,67.2,Running
2341,41,2025-03-19,54.96,54.99,63.42,76.42,Offline
2342,42,2025-03-19,85.82,95.53,96.89,79.96,Offline
2343,43,2025-03-19,66.61,79.7,59.99,87.74,Running
2344,44,2025-03-19,93.69,61.64,77.71,87.16,Running
2345,45,2025-03-19,95.31,99.95,58.39,61.08,Offline
2346,46,2025-03-19,83.7,95.23,73.78,82.01,Running
2347,47,2025-03-19,58.56,83.01,56.5,85.5,Running
2348,48,2025-03-19,65.86,74.36,79.05,76.17,Running
2349,49,2025-03-19,53.96,89.38,59.36,51.67,Running
2350,50,2025-03-19,95.15,97.06,80.59,97.65,Running
2351,1,2025-03-20,93.08,89.58,53.19,55.68,Offline
2352,2,2025-03-20,64.82,97.56,77.58,64.81,Running
2353,3,2025-03-20,53.73,83.49,79.7,77.88,Running
2354,4,2025-03-20,96.19,67.39,60.14,52.86,Offline
2355,5,2025-03-20,97.6,77.63,71.7,78.23,Offline
2356,6,2025-03-20,61.37,84.13,97.29,60.44,Offline
2357,7,2025-03-20,71.55,57.56,80.69,62.6,Offline
2358,8,2025-03-20,92.51,67.95,67.79,99.17,Running
2359,9,2025-03-20,64.4,86.78,85.05,89.81,Offline
2360,10,2025-03-20,86.29,54.92,76.95,88.12,Offline
2361,11,2025-03-20,76.72,50.56,62.84,64.21,Running
2362,12,2025-03-20,59.89,87.28,98.18,97.11,Running
2363,13,2025-03-20,99.54,83.92,96.4,86.56,Running
2364,14,2025-03-20,83.6,53.24,52.79,95.48,Running
2365,15,2025-03-20,92.37,71.96,61.14,94.28,Offline
2366,16,2025-03-20,96.24,93.63,62.16,76.92,Running
2367,17,2025-03-20,57.58,93.97,93.95,65.11,Running
2368,18,2025-03-20,97.36,88.95,78.11,83.3,Offline
2369,19,2025-03-20,66.72,76.29,61.48,68.39,Offline
2370,20,2025-03-20,59.52,91.9,59.24,81.92,Offline
2371,21,2025-03-20,79.11,71.95,98.61,65.01,Offline
2372,22,2025-03-20,65.16,51.64,55.47,93.43,Offline
2373,23,2025-03-20,92.38,67.16,62.52,93.47,Running
2374,24,2025-03-20,91.32,62.77,60.75,62.16,Offline
2375,25,2025-03-20,67.35,62.37,77.38,62.33,Offline
2376,26,2025-03-20,92.19,79.75,81.53,50.87,Running
2377,27,2025-03-20,93.23,89.62,91.88,96.4,Running
2378,28,2025-03-20,53.68,65.7,66.36,68.62,Offline
2379,29,2025-03-20,71.64,96.86,88.79,52.91,Offline
2380,30,2025-03-20,52.4,99.56,61.64,84.4,Offline
2381,31,2025-03-20,97.91,66.25,76.06,91.98,Offline
2382,32,2025-03-20,84.26,57.4,52.56,98.28,Running
2383,33,2025-03-20,88.2,64.57,78.4,78.67,Running
2384,34,2025-03-20,84.32,93.8,96.05,94.96,Running
2385,35,2025-03-20,69.64,59.23,54.18,89.22,Running
2386,36,2025-03-20,66.41,50.7,66.72,52.45,Running
2387,37,2025-03-20,64.05,99.93,86.39,51.08,Running
2388,38,2025-03-20,50.45,51.28,87.0,91.06,Offline
2389,39,2025-03-20,97.65,65.43,94.93,58.79,Running
2390,40,2025-03-20,78.67,68.98,76.33,80.55,Running
2391,41,2025-03-20,64.9,64.68,75.31,79.51,Offline
2392,42,2025-03-20,76.79,58.71,70.66,63.94,Offline
2393,43,2025-03-20,63.17,75.02,51.61,99.06,Offline
2394,44,2025-03-20,90.72,84.45,56.6,60.6,Offline
2395,45,2025-03-20,99.02,85.11,95.87,90.41,Running
2396,46,2025-03-20,61.07,92.0,67.67,55.67,Offline
2397,47,2025-03-20,52.56,73.55,67.47,90.73,Offline
2398,48,2025-03-20,96.66,64.17,54.33,91.94,Running
2399,49,2025-03-20,56.0,74.33,79.99,51.14,Offline
2400,50,2025-03-20,70.47,88.6,58.49,75.74,Offline
2401,1,2025-03-21,53.35,88.34,54.63,76.31,Offline
2402,2,2025-03-21,99.22,52.42,67.27,72.47,Offline
2403,3,2025-03-21,90.99,93.87,59.8,57.62,Running
2404,4,2025-03-21,60.09,88.08,70.77,92.76,Offline
2405,5,2025-03-21,99.69,87.91,92.83,84.97,Running
2406,6,2025-03-21,51.54,85.65,64.76,98.48,Offline
2407,7,2025-03-21,69.56,90.34,86.76,79.72,Running
2408,8,2025-03-21,99.0,59.13,74.72,76.51,Offline
2409,9,2025-03-21,86.47,58.55,62.86,74.88,Running
2410,10,2025-03-21,53.31,98.66,60.23,50.5,Running
2411,11,2025-03-21,82.36,76.09,68.1,94.49,Running
2412,12,2025-03-21,52.39,50.76,88.98,90.64,Offline
2413,13,2025-03-21,76.31,70.72,95.42,56.96,Running
2414,14,2025-03-21,94.76,55.4,72.99,85.58,Offline
2415,15,2025-03-21,73.77,84.95,86.89,98.26,Running
2416,16,2025-03-21,76.91,64.92,81.27,92.03,Running
2417,17,2025-03-21,57.7,75.7,58.96,63.96,Running
2418,18,2025-03-21,68.17,81.79,72.96,83.2,Running
2419,19,2025-03-21,54.16,63.21,50.62,50.71,Offline
2420,20,2025-03-21,56.48,81.82,82.77,79.37,Running
2421,21,2025-03-21,55.64,97.15,71.88,77.13,Offline
2422,22,2025-03-21,64.99,85.04,52.13,87.7,Running
2423,23,2025-03-21,89.52,72.01,64.35,68.67,Offline
2424,24,2025-03-21,66.62,54.09,73.98,77.75,Offline
2425,25,2025-03-21,82.72,52.8,71.39,89.3,Running
2426,26,2025-03-21,92.23,74.79,99.02,70.71,Offline
2427,27,2025-03-21,65.51,54.44,83.03,52.7,Offline
2428,28,2025-03-21,79.62,92.25,59.97,96.07,Running
2429,29,2025-03-21,79.41,87.23,80.38,91.07,Offline
2430,30,2025-03-21,58.9,67.28,54.01,83.29,Offline
2431,31,2025-03-21,68.2,94.98,90.55,93.93,Offline
2432,32,2025-03-21,63.95,89.01,52.33,54.12,Offline
2433,33,2025-03-21,55.28,66.91,54.41,85.31,Running
2434,34,2025-03-21,69.5,56.12,89.38,75.88,Running
2435,35,2025-03-21,83.53,56.88,85.34,66.67,Offline
2436,36,2025-03-21,91.57,74.9,81.63,72.89,Running
2437,37,2025-03-21,53.99,57.19,84.08,69.99,Running
2438,38,2025-03-21,94.43,97.72,83.77,74.29,Running
2439,39,2025-03-21,61.91,95.12,78.97,56.21,Offline
2440,40,2025-03-21,51.83,81.38,85.28,69.36,Running
2441,41,2025-03-21,73.47,79.13,81.55,93.03,Offline
2442,42,2025-03-21,73.36,70.42,90.9,74.8,Offline
2443,43,2025-03-21,67.13,53.5,85.45,71.99,Offline
2444,44,2025-03-21,88.83,93.13,68.85,81.35,Offline
2445,45,2025-03-21,83.08,78.43,80.21,87.84,Running
2446,46,2025-03-21,92.29,99.87,77.1,92.79,Running
2447,47,2025-03-21,52.54,78.41,76.7,78.97,Offline
2448,48,2025-03-21,70.67,98.86,59.43,54.62,Offline
2449,49,2025-03-21,89.13,88.7,62.03,61.88,Offline
2450,50,2025-03-21,89.1,67.29,78.12,62.82,Offline
2451,1,2025-03-22,97.28,65.13,61.24,83.69,Running
2452,2,2025-03-22,93.85,63.76,88.19,97.53,Running
2453,3,2025-03-22,67.4,51.17,82.31,75.9,Offline
2454,4,2025-03-22,97.35,52.92,62.92,86.11,Offline
2455,5,2025-03-22,71.09,57.05,87.53,88.28,Running
2456,6,2025-03-22,89.37,50.73,83.07,98.67,Running
2457,7,2025-03-22,80.8,60.25,51.33,83.94,Offline
2458,8,2025-03-22,94.78,99.18,68.45,96.2,Offline
2459,9,2025-03-22,58.63,54.52,84.09,63.56,Running
2460,10,2025-03-22,51.69,64.54,50.21,88.6,Offline
2461,11,2025-03-22,94.99,84.27,81.42,65.68,Offline
2462,12,2025-03-22,70.18,70.29,61.74,98.7,Running
2463,13,2025-03-22,88.57,71.57,57.75,50.42,Running
2464,14,2025-03-22,84.87,70.13,75.29,82.98,Running
2465,15,2025-03-22,78.97,86.35,97.31,91.95,Offline
2466,16,2025-03-22,64.9,56.39,96.86,96.99,Running
2467,17,2025-03-22,81.4,63.07,69.86,88.69,Offline
2468,18,2025-03-22,88.64,71.15,62.65,73.56,Offline
2469,19,2025-03-22,89.89,73.16,63.43,50.54,Running
2470,20,2025-03-22,66.48,78.5,69.3,89.69,Offline
2471,21,2025-03-22,92.5,98.47,99.15,93.3,Running
2472,22,2025-03-22,96.88,72.89,64.92,59.75,Offline
2473,23,2025-03-22,66.71,93.88,80.53,74.52,Running
2474,24,2025-03-22,71.23,87.25,63.01,80.46,Offline
2475,25,2025-03-22,71.34,64.94,82.99,74.2,Running
2476,26,2025-03-22,96.78,82.11,96.22,92.27,Running
2477,27,2025-03-22,84.79,53.43,63.35,72.43,Running
2478,28,2025-03-22,87.72,97.02,73.95,78.58,Running
2479,29,2025-03-22,71.73,73.8,91.07,57.94,Offline
2480,30,2025-03-22,52.76,66.1,84.91,63.18,Running
2481,31,2025-03-22,60.35,78.37,51.78,67.45,Offline
2482,32,2025-03-22,61.55,54.77,54.27,87.55,Running
2483,33,2025-03-22,89.89,73.08,75.58,50.41,Offline
2484,34,2025-03-22,65.75,98.11,97.96,63.22,Running
2485,35,2025-03-22,50.17,56.11,79.78,64.26,Offline
2486,36,2025-03-22,75.01,74.53,98.04,66.61,Offline
2487,37,2025-03-22,89.5,89.43,65.21,67.26,Running
2488,38,2025-03-22,67.06,90.9,55.76,85.29,Offline
2489,39,2025-03-22,98.32,76.12,55.65,89.29,Running
2490,40,2025-03-22,53.16,63.33,99.76,92.65,Offline
2491,41,2025-03-22,81.63,84.92,62.15,69.15,Offline
2492,42,2025-03-22,87.66,86.61,55.07,67.87,Offline
2493,43,2025-03-22,52.96,52.18,64.12,56.67,Offline
2494,44,2025-03-22,54.76,88.15,61.24,89.24,Running
2495,45,2025-03-22,50.88,80.56,66.94,50.78,Running
2496,46,2025-03-22,71.29,66.19,99.99,92.79,Offline
2497,47,2025-03-22,62.45,89.29,75.85,79.93,Offline
2498,48,2025-03-22,69.01,87.59,61.25,83.12,Offline
2499,49,2025-03-22,99.42,50.02,72.62,78.72,Running
2500,50,2025-03-22,64.54,91.26,95.35,63.52,Offline
2501,1,2025-03-23,93.58,89.63,98.75,78.31,Offline
2502,2,2025-03-23,93.32,68.77,88.01,89.6,Offline
2503,3,2025-03-23,96.21,56.94,56.5,62.66,Running
2504,4,2025-03-23,96.01,80.64,63.99,52.89,Offline
2505,5,2025-03-23,53.82,69.07,84.9,63.45,Offline
2506,6,2025-03-23,86.01,68.04,64.88,94.16,Offline
2507,7,2025-03-23,85.85,71.16,75.29,97.84,Offline
2508,8,2025-03-23,78.83,91.53,82.11,88.96,Offline
2509,9,2025-03-23,58.81,76.34,85.67,85.34,Running
2510,10,2025-03-23,91.44,83.73,55.83,68.8,Offline
2511,11,2025-03-23,69.52,75.29,67.7,87.48,Offline
2512,12,2025-03-23,85.35,81.34,88.13,75.16,Offline
2513,13,2025-03-23,61.18,84.9,85.04,91.48,Offline
2514,14,2025-03-23,80.58,83.94,99.23,97.86,Running
2515,15,2025-03-23,72.5,99.33,66.74,90.99,Offline
2516,16,2025-03-23,99.43,68.24,86.81,85.71,Running
2517,17,2025-03-23,80.33,85.39,89.52,86.55,Offline
2518,18,2025-03-23,62.41,83.19,52.22,69.03,Offline
2519,19,2025-03-23,61.1,87.94,68.35,78.4,Offline
2520,20,2025-03-23,94.34,88.12,79.85,57.97,Running
2521,21,2025-03-23,52.05,88.25,54.18,81.39,Offline
2522,22,2025-03-23,52.57,99.17,51.13,75.27,Offline
2523,23,2025-03-23,96.09,79.26,99.57,51.68,Running
2524,24,2025-03-23,60.87,62.12,70.67,60.52,Running
2525,25,2025-03-23,53.63,81.78,94.74,54.01,Running
2526,26,2025-03-23,81.28,70.78,98.61,82.59,Offline
2527,27,2025-03-23,96.56,53.2,57.68,70.87,Running
2528,28,2025-03-23,77.63,53.13,56.56,85.39,Running
2529,29,2025-03-23,97.82,70.74,73.63,94.53,Running
2530,30,2025-03-23,83.62,50.44,67.8,70.21,Offline
2531,31,2025-03-23,91.18,56.2,62.5,55.2,Running
2532,32,2025-03-23,83.03,70.21,93.17,81.43,Running
2533,33,2025-03-23,73.97,93.14,82.43,60.39,Offline
2534,34,2025-03-23,70.31,82.45,62.26,80.29,Running
2535,35,2025-03-23,84.02,51.54,57.7,85.44,Offline
2536,36,2025-03-23,75.28,59.58,83.81,88.03,Running
2537,37,2025-03-23,89.39,69.81,72.22,56.8,Offline
2538,38,2025-03-23,78.34,71.33,80.0,58.86,Offline
2539,39,2025-03-23,89.04,88.42,73.12,67.61,Running
2540,40,2025-03-23,56.53,64.94,69.67,65.67,Offline
2541,41,2025-03-23,65.79,51.92,89.18,80.19,Offline
2542,42,2025-03-23,60.13,58.53,97.8,81.37,Running
2543,43,2025-03-23,73.23,77.4,63.59,65.39,Offline
2544,44,2025-03-23,86.4,51.0,69.62,84.62,Running
2545,45,2025-03-23,89.65,84.52,59.91,59.78,Offline
2546,46,2025-03-23,72.49,84.47,93.89,86.38,Offline
2547,47,2025-03-23,75.11,77.57,76.04,59.13,Offline
2548,48,2025-03-23,59.35,90.22,57.74,64.22,Running
2549,49,2025-03-23,93.8,98.87,81.7,67.19,Running
2550,50,2025-03-23,62.37,98.47,65.74,98.68,Running
2551,1,2025-03-24,98.62,55.96,55.71,91.33,Offline
2552,2,2025-03-24,61.94,87.83,74.33,65.19,Running
2553,3,2025-03-24,59.86,76.1,83.47,61.05,Running
2554,4,2025-03-24,56.32,91.16,81.99,88.11,Offline
2555,5,2025-03-24,97.16,99.94,70.88,77.95,Running
2556,6,2025-03-24,95.35,56.79,50.01,70.29,Running
2557,7,2025-03-24,79.1,89.55,52.26,97.7,Running
2558,8,2025-03-24,83.78,80.75,62.5,76.34,Running
2559,9,2025-03-24,93.61,83.29,99.11,79.64,Running
2560,10,2025-03-24,64.0,55.19,56.78,74.95,Offline
2561,11,2025-03-24,81.81,50.1,80.7,74.29,Offline
2562,12,2025-03-24,61.02,81.0,80.77,76.09,Running
2563,13,2025-03-24,80.81,65.75,92.25,81.62,Offline
2564,14,2025-03-24,59.79,60.23,94.94,99.56,Offline
2565,15,2025-03-24,75.61,90.34,51.81,89.12,Offline
2566,16,2025-03-24,74.75,66.37,84.15,97.7,Offline
2567,17,2025-03-24,63.25,59.73,69.34,51.08,Offline
2568,18,2025-03-24,95.99,59.14,56.34,55.95,Running
2569,19,2025-03-24,50.49,67.23,58.92,66.2,Running
2570,20,2025-03-24,97.42,81.07,99.89,60.46,Running
2571,21,2025-03-24,57.94,51.16,96.54,65.04,Running
2572,22,2025-03-24,98.92,97.92,63.68,80.04,Running
2573,23,2025-03-24,53.74,60.1,77.93,73.36,Offline
2574,24,2025-03-24,64.54,92.3,67.62,83.54,Running
2575,25,2025-03-24,50.58,64.83,90.49,64.57,Offline
2576,26,2025-03-24,82.66,62.22,50.48,84.4,Offline
2577,27,2025-03-24,96.47,60.6,97.57,99.02,Running
2578,28,2025-03-24,63.33,52.86,98.77,78.12,Running
2579,29,2025-03-24,81.55,57.25,85.04,83.89,Running
2580,30,2025-03-24,95.32,80.11,98.97,50.25,Running
2581,31,2025-03-24,60.23,62.92,68.35,93.69,Offline
2582,32,2025-03-24,54.14,82.4,53.67,52.92,Offline
2583,33,2025-03-24,59.3,75.1,87.35,81.79,Offline
2584,34,2025-03-24,97.79,63.84,53.76,80.52,Running
2585,35,2025-03-24,62.32,97.59,89.89,91.15,Offline
2586,36,2025-03-24,66.2,68.26,85.24,51.76,Offline
2587,37,2025-03-24,61.43,78.78,89.87,62.04,Offline
2588,38,2025-03-24,53.94,65.0,86.19,77.18,Running
2589,39,2025-03-24,67.47,58.68,87.16,65.63,Running
2590,40,2025-03-24,90.44,67.87,84.03,99.71,Running
2591,41,2025-03-24,84.35,97.47,62.42,66.81,Offline
2592,42,2025-03-24,57.18,66.65,67.93,55.87,Offline
2593,43,2025-03-24,71.42,95.89,56.72,79.29,Running
2594,44,2025-03-24,65.62,86.05,61.59,91.64,Running
2595,45,2025-03-24,96.75,58.67,97.78,92.73,Offline
2596,46,2025-03-24,96.03,60.71,70.85,87.88,Running
2597,47,2025-03-24,69.74,63.53,66.55,75.84,Running
2598,48,2025-03-24,80.62,94.54,64.97,81.77,Running
2599,49,2025-03-24,79.7,91.68,87.26,63.65,Running
2600,50,2025-03-24,76.18,89.99,60.49,56.84,Offline
2601,1,2025-03-25,63.31,62.52,73.22,87.37,Running
2602,2,2025-03-25,65.71,75.68,60.05,68.37,Offline
2603,3,2025-03-25,67.19,90.8,63.8,93.13,Offline
2604,4,2025-03-25,50.56,77.88,69.11,50.59,Offline
2605,5,2025-03-25,70.97,71.34,78.12,51.97,Running
2606,6,2025-03-25,65.4,54.23,64.36,61.04,Offline
2607,7,2025-03-25,97.56,90.06,67.15,52.35,Running
2608,8,2025-03-25,59.25,94.78,73.04,63.46,Offline
2609,9,2025-03-25,55.22,54.25,98.86,62.71,Running
2610,10,2025-03-25,96.04,92.22,98.58,87.87,Offline
2611,11,2025-03-25,88.21,88.69,87.35,64.22,Running
2612,12,2025-03-25,80.13,85.35,91.67,57.54,Offline
2613,13,2025-03-25,75.2,59.2,67.05,87.81,Running
2614,14,2025-03-25,97.49,76.62,50.46,91.2,Offline
2615,15,2025-03-25,72.14,97.06,95.25,97.1,Offline
2616,16,2025-03-25,54.58,63.61,59.23,82.23,Offline
2617,17,2025-03-25,55.37,93.37,64.59,87.02,Offline
2618,18,2025-03-25,85.64,68.59,55.39,53.92,Running
2619,19,2025-03-25,85.16,96.24,83.27,67.58,Offline
2620,20,2025-03-25,78.02,63.54,55.1,89.81,Running
2621,21,2025-03-25,72.7,71.41,54.25,76.46,Running
2622,22,2025-03-25,85.31,58.19,52.95,81.8,Offline
2623,23,2025-03-25,92.57,90.27,52.81,89.55,Running
2624,24,2025-03-25,66.31,52.22,86.75,58.45,Offline
2625,25,2025-03-25,95.56,57.41,74.67,82.27,Offline
2626,26,2025-03-25,64.3,93.02,94.31,78.49,Offline
2627,27,2025-03-25,56.03,53.25,87.6,79.85,Running
2628,28,2025-03-25,86.05,88.66,59.73,98.76,Running
2629,29,2025-03-25,92.83,69.0,73.83,72.19,Offline
2630,30,2025-03-25,70.56,98.03,84.17,61.13,Offline
2631,31,2025-03-25,78.24,62.25,81.22,99.58,Running
2632,32,2025-03-25,55.99,87.2,95.3,55.47,Running
2633,33,2025-03-25,71.62,61.76,68.34,83.99,Offline
2634,34,2025-03-25,81.71,74.94,78.86,86.31,Running
2635,35,2025-03-25,89.76,72.44,56.17,77.78,Running
2636,36,2025-03-25,68.35,90.4,57.0,51.54,Offline
2637,37,2025-03-25,65.24,53.65,88.91,88.41,Offline
2638,38,2025-03-25,53.99,61.22,56.54,98.49,Offline
2639,39,2025-03-25,91.74,50.71,95.44,61.71,Offline
2640,40,2025-03-25,63.86,59.21,89.4,56.85,Offline
2641,41,2025-03-25,63.02,79.69,51.69,72.92,Offline
2642,42,2025-03-25,57.49,82.09,69.64,98.91,Offline
2643,43,2025-03-25,77.46,75.79,84.59,58.64,Running
2644,44,2025-03-25,73.44,75.27,97.06,90.02,Running
2645,45,2025-03-25,54.41,74.17,82.48,94.61,Running
2646,46,2025-03-25,77.94,92.27,72.61,89.87,Running
2647,47,2025-03-25,55.21,71.43,93.53,55.62,Running
2648,48,2025-03-25,61.62,90.0,64.81,83.92,Running
2649,49,2025-03-25,80.52,50.89,84.88,54.16,Running
2650,50,2025-03-25,65.32,63.26,51.39,83.01,Offline
2651,1,2025-03-26,79.55,67.65,71.68,92.52,Offline
2652,2,2025-03-26,79.26,59.89,57.41,66.51,Running
2653,3,2025-03-26,67.12,50.02,84.77,71.72,Running
2654,4,2025-03-26,87.62,73.49,95.39,69.64,Running
2655,5,2025-03-26,69.81,77.87,50.06,53.27,Offline
2656,6,2025-03-26,75.35,68.6,53.54,67.81,Running
2657,7,2025-03-26,56.52,63.51,91.09,65.5,Running
2658,8,2025-03-26,57.92,96.05,56.93,66.6,Running
2659,9,2025-03-26,65.54,77.2,63.44,55.47,Running
2660,10,2025-03-26,69.41,62.73,93.75,82.09,Offline
2661,11,2025-03-26,97.31,90.86,81.88,73.72,Running
2662,12,2025-03-26,77.72,90.39,99.85,94.58,Offline
2663,13,2025-03-26,59.12,54.25,61.92,62.59,Running
2664,14,2025-03-26,83.34,98.0,56.21,92.98,Running
2665,15,2025-03-26,86.01,81.78,68.72,79.27,Running
2666,16,2025-03-26,82.69,95.26,81.91,55.18,Offline
2667,17,2025-03-26,99.04,51.9,90.36,56.37,Offline
2668,18,2025-03-26,83.59,87.61,74.01,68.75,Offline
2669,19,2025-03-26,77.2,57.01,98.18,67.59,Running
2670,20,2025-03-26,84.66,84.34,88.26,84.0,Running
2671,21,2025-03-26,87.73,60.55,53.57,67.2,Running
2672,22,2025-03-26,86.71,60.3,74.09,71.58,Running
2673,23,2025-03-26,97.01,94.33,81.95,93.7,Offline
2674,24,2025-03-26,95.05,77.22,76.63,77.0,Running
2675,25,2025-03-26,52.24,93.06,94.17,73.77,Running
2676,26,2025-03-26,76.97,92.65,58.44,90.89,Running
2677,27,2025-03-26,90.61,66.85,65.91,98.31,Running
2678,28,2025-03-26,74.07,50.31,53.49,84.91,Running
2679,29,2025-03-26,74.62,51.91,82.83,87.78,Offline
2680,30,2025-03-26,69.8,78.32,56.69,85.25,Running
2681,31,2025-03-26,88.85,90.29,77.61,74.47,Offline
2682,32,2025-03-26,82.67,65.71,92.98,98.86,Offline
2683,33,2025-03-26,80.34,67.26,76.63,58.68,Running
2684,34,2025-03-26,98.82,94.83,86.65,89.47,Offline
2685,35,2025-03-26,93.28,90.72,66.8,57.12,Offline
2686,36,2025-03-26,74.98,79.79,65.34,96.21,Running
2687,37,2025-03-26,71.71,74.8,66.4,65.04,Offline
2688,38,2025-03-26,81.02,80.73,99.73,60.05,Offline
2689,39,2025-03-26,82.95,62.35,80.57,69.51,Running
2690,40,2025-03-26,92.51,80.74,72.31,99.32,Running
2691,41,2025-03-26,52.47,84.09,81.87,85.57,Running
2692,42,2025-03-26,70.35,50.5,95.78,71.85,Running
2693,43,2025-03-26,73.08,69.24,61.52,85.32,Offline
2694,44,2025-03-26,52.42,84.13,77.8,74.0,Offline
2695,45,2025-03-26,94.23,70.47,87.19,62.96,Offline
2696,46,2025-03-26,77.99,65.31,62.52,61.76,Running
2697,47,2025-03-26,63.71,97.79,67.32,63.02,Offline
2698,48,2025-03-26,69.99,91.97,85.37,53.55,Running
2699,49,2025-03-26,56.29,77.29,69.26,99.27,Offline
2700,50,2025-03-26,58.99,84.98,97.17,54.7,Running
2701,1,2025-03-27,78.2,80.06,71.53,99.23,Running
2702,2,2025-03-27,51.46,92.83,82.14,88.42,Offline
2703,3,2025-03-27,93.21,89.94,51.59,97.34,Offline
2704,4,2025-03-27,90.57,86.83,53.97,82.46,Offline
2705,5,2025-03-27,70.31,83.77,82.51,86.69,Offline
2706,6,2025-03-27,82.53,95.7,66.29,98.19,Running
2707,7,2025-03-27,74.8,74.59,88.68,75.41,Running
2708,8,2025-03-27,85.29,56.39,76.98,57.95,Offline
2709,9,2025-03-27,85.34,77.66,50.46,53.57,Running
2710,10,2025-03-27,66.3,70.52,78.61,80.63,Offline
2711,11,2025-03-27,71.22,79.15,85.66,94.47,Offline
2712,12,2025-03-27,63.35,87.92,67.3,87.48,Running
2713,13,2025-03-27,79.99,86.32,55.56,79.78,Offline
2714,14,2025-03-27,80.62,53.67,74.5,84.79,Offline
2715,15,2025-03-27,50.45,67.73,69.77,55.74,Running
2716,16,2025-03-27,85.11,64.02,88.08,87.47,Offline
2717,17,2025-03-27,98.62,58.66,88.59,76.25,Offline
2718,18,2025-03-27,56.85,82.92,62.35,86.86,Running
2719,19,2025-03-27,61.16,58.78,66.5,78.12,Offline
2720,20,2025-03-27,53.68,61.22,80.65,99.06,Running
2721,21,2025-03-27,88.03,80.22,63.94,59.28,Running
2722,22,2025-03-27,96.88,94.7,82.15,73.96,Running
2723,23,2025-03-27,68.35,72.09,68.01,84.68,Offline
2724,24,2025-03-27,50.48,83.69,57.96,94.34,Running
2725,25,2025-03-27,97.35,66.82,59.15,72.52,Offline
